"","imd","job_status","english_lang","uk_born","gross_income","qualification","own_home","workingstatus","ethnicity","sex","age","p_age","p_sex","p_ethn","p_workstatus","p_own_home","p_qual","p_income","p_uk","p_english","p_job","p_imd","product_p"
"8347","6","lower","Yes","Yes","<10000","<=Level 1","Yes","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.35,0.43,0.1,0.463,0.6537,0.557,0.00923111695325557,4.07244338886461e-07
"8348","6","intermediate","No","Yes",">=10000",">=level 2","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.57,0.9,0.463,0.3463,0.276,0.00923111695325557,2.36852062653549e-06
"8349","6","lower","No","Yes","<10000",">=level 2","Yes","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.35,0.57,0.1,0.463,0.3463,0.557,0.00923111695325557,1.23924609807593e-06
"8350","6","lower","Yes","Yes",">=10000",">=level 2","Yes","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.35,0.57,0.9,0.463,0.6537,0.557,0.00923111695325557,4.39379170238028e-05
"8351","6","higher","No","No","<10000",">=level 2","No","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.65,0.57,0.1,0.553,0.3463,0.167,0.00923111695325557,4.43775146877598e-07
"8352","6","lower","No","Yes",">=10000",">=level 2","No","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.65,0.57,0.9,0.463,0.3463,0.557,0.00923111695325557,3.6823312628542e-05
"8353","6","higher","No","Yes",">=10000","<=Level 1","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.43,0.9,0.463,0.3463,0.167,0.00923111695325557,2.0078139737838e-06
"8354","6","higher","No","Yes",">=10000",">=level 2","Yes","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.35,0.57,0.9,0.463,0.3463,0.167,0.00923111695325557,1.68236602158924e-06
"8355","6","higher","No","Yes","<10000","<=Level 1","No","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.65,0.43,0.1,0.463,0.3463,0.167,0.00923111695325557,5.20544363573578e-07
"8356","6","intermediate","Yes","No","<10000","<=Level 1","No","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.65,0.43,0.1,0.553,0.6537,0.276,0.00923111695325557,2.17965913518857e-06
"8357","6","higher","No","No","<10000","<=Level 1","Yes","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.35,0.43,0.1,0.553,0.3463,0.167,0.00923111695325557,3.20471001253938e-07
"8358","6","higher","No","Yes","<10000",">=level 2","Yes","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.35,0.57,0.1,0.463,0.3463,0.167,0.00923111695325557,1.5243132044648e-07
"8359","6","intermediate","Yes","Yes","<10000",">=level 2","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.57,0.1,0.463,0.6537,0.276,0.00923111695325557,8.83157432792517e-07
"8360","6","intermediate","No","Yes","<10000","<=Level 1","No","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.65,0.43,0.1,0.463,0.3463,0.276,0.00923111695325557,1.98530968695957e-07
"8361","6","lower","No","No",">=10000","<=Level 1","No","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.65,0.43,0.9,0.553,0.3463,0.557,0.00923111695325557,5.05588227125275e-06
"8362","6","lower","No","No","<10000",">=level 2","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.57,0.1,0.553,0.3463,0.557,0.00923111695325557,7.96996452176763e-07
"8363","6","intermediate","Yes","No","<10000","<=Level 1","No","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.65,0.43,0.1,0.553,0.6537,0.276,0.00923111695325557,4.47608572404796e-07
"8364","6","higher","No","Yes","<10000","<=Level 1","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.43,0.1,0.463,0.3463,0.167,0.00923111695325557,1.20125622363133e-07
"8365","6","lower","No","No","<10000",">=level 2","Yes","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.35,0.57,0.1,0.553,0.3463,0.557,0.00923111695325557,9.35604530816201e-07
"8366","6","lower","Yes","No",">=10000",">=level 2","No","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.65,0.57,0.9,0.553,0.6537,0.557,0.00923111695325557,1.26511308061246e-05
"8367","6","lower","No","No",">=10000","<=Level 1","Yes","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.35,0.43,0.9,0.553,0.3463,0.557,0.00923111695325557,9.61988700171251e-06
"8368","6","higher","Yes","No","<10000",">=level 2","Yes","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.35,0.57,0.1,0.553,0.6537,0.167,0.00923111695325557,1.48924600257393e-06
"8369","6","intermediate","Yes","Yes",">=10000","<=Level 1","No","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.65,0.43,0.9,0.463,0.6537,0.276,0.00923111695325557,5.99617414895972e-06
"8370","6","lower","No","Yes",">=10000",">=level 2","No","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.65,0.57,0.9,0.463,0.3463,0.557,0.00923111695325557,9.9755462304746e-06
"8371","6","lower","Yes","No",">=10000","<=Level 1","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.43,0.9,0.553,0.6537,0.557,0.00923111695325557,8.12993396183058e-06
"8372","6","intermediate","No","No",">=10000",">=level 2","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.57,0.9,0.553,0.3463,0.276,0.00923111695325557,5.02919858497384e-06
"8373","6","lower","Yes","Yes","<10000",">=level 2","Yes","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.35,0.57,0.1,0.463,0.6537,0.557,0.00923111695325557,2.33928724895246e-06
"8374","6","intermediate","No","No","<10000",">=level 2","Yes","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.35,0.57,0.1,0.553,0.3463,0.276,0.00923111695325557,3.6899011357145e-07
"8375","6","intermediate","Yes","No","<10000",">=level 2","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.57,0.1,0.553,0.6537,0.276,0.00923111695325557,1.29355838626358e-06
"8376","6","higher","No","No","<10000",">=level 2","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.57,0.1,0.553,0.3463,0.167,0.00923111695325557,4.14636406088829e-07
"8377","6","lower","Yes","Yes",">=10000","<=Level 1","No","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.65,0.43,0.9,0.463,0.6537,0.557,0.00923111695325557,6.15571318704405e-05
"8378","6","lower","Yes","Yes",">=10000","<=Level 1","No","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.65,0.43,0.9,0.463,0.6537,0.557,0.00923111695325557,2.24732386193672e-05
"8379","6","higher","No","No","<10000","<=Level 1","No","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.65,0.43,0.1,0.553,0.3463,0.167,0.00923111695325557,1.68428553620429e-07
"8380","6","intermediate","No","Yes","<10000",">=level 2","No","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.65,0.57,0.1,0.463,0.3463,0.276,0.00923111695325557,2.63168958503943e-07
"8381","6","higher","No","No","<10000","<=Level 1","Yes","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.35,0.43,0.1,0.553,0.3463,0.167,0.00923111695325557,7.72564020880028e-08
"8382","6","intermediate","Yes","Yes",">=10000",">=level 2","Yes","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.35,0.57,0.9,0.463,0.6537,0.276,0.00923111695325557,1.17232503369682e-05
"8383","6","intermediate","Yes","No","<10000",">=level 2","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.57,0.1,0.553,0.6537,0.276,0.00923111695325557,7.45480466742155e-07
"8384","6","lower","Yes","Yes","<10000",">=level 2","No","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.65,0.57,0.1,0.463,0.6537,0.557,0.00923111695325557,2.33928724895246e-06
"8385","6","intermediate","Yes","Yes",">=10000",">=level 2","No","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.65,0.57,0.9,0.463,0.6537,0.276,0.00923111695325557,1.22466097270115e-05
"8386","6","lower","No","No",">=10000",">=level 2","No","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.65,0.57,0.9,0.553,0.3463,0.557,0.00923111695325557,1.19146372903941e-05
"8387","6","lower","Yes","No",">=10000","<=Level 1","No","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.65,0.43,0.9,0.553,0.6537,0.557,0.00923111695325557,3.37241705083343e-05
"8388","6","intermediate","Yes","Yes","<10000","<=Level 1","No","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.65,0.43,0.1,0.463,0.6537,0.276,0.00923111695325557,1.23730577676947e-06
"8389","6","higher","No","No",">=10000","<=Level 1","No","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.65,0.43,0.9,0.553,0.3463,0.167,0.00923111695325557,2.29561880490066e-06
"8390","6","lower","Yes","No",">=10000",">=level 2","No","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.65,0.57,0.9,0.553,0.6537,0.557,0.00923111695325557,9.74605632471824e-05
"8391","6","intermediate","No","Yes","<10000","<=Level 1","No","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.65,0.43,0.1,0.463,0.3463,0.276,0.00923111695325557,4.14325499887214e-07
"8392","6","lower","No","No",">=10000",">=level 2","No","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.65,0.57,0.9,0.553,0.3463,0.557,0.00923111695325557,1.56379614436422e-05
"8393","6","higher","No","Yes",">=10000",">=level 2","Yes","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.35,0.57,0.9,0.463,0.3463,0.167,0.00923111695325557,3.20105772937609e-06
"8394","6","higher","Yes","Yes","<10000",">=level 2","No","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.65,0.57,0.1,0.463,0.6537,0.167,0.00923111695325557,6.273088948427e-07
"8395","6","higher","Yes","Yes",">=10000","<=Level 1","No","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.65,0.43,0.9,0.463,0.6537,0.167,0.00923111695325557,3.62811986549375e-06
"8396","6","lower","Yes","Yes",">=10000",">=level 2","No","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.65,0.57,0.9,0.463,0.6537,0.557,0.00923111695325557,3.49709951822104e-05
"8397","6","intermediate","No","No",">=10000",">=level 2","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.57,0.9,0.553,0.3463,0.276,0.00923111695325557,3.55428938457285e-06
"8398","6","lower","No","Yes","<10000",">=level 2","Yes","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.35,0.57,0.1,0.463,0.3463,0.557,0.00923111695325557,2.20310417435722e-06
"8399","6","lower","Yes","Yes",">=10000","<=Level 1","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.43,0.9,0.463,0.6537,0.557,0.00923111695325557,3.46258866771228e-05
"8400","6","higher","Yes","No","<10000",">=level 2","No","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.65,0.57,0.1,0.553,0.6537,0.167,0.00923111695325557,4.21451993740837e-07
"8401","6","lower","No","Yes","<10000","<=Level 1","Yes","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.35,0.43,0.1,0.463,0.3463,0.557,0.00923111695325557,1.05055610074524e-06
"8402","6","higher","Yes","Yes","<10000","<=Level 1","No","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.65,0.43,0.1,0.463,0.6537,0.167,0.00923111695325557,6.21118346538331e-07
"8403","6","higher","Yes","Yes",">=10000",">=level 2","Yes","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.35,0.57,0.9,0.463,0.6537,0.167,0.00923111695325557,7.09341596475976e-06
"8404","6","higher","No","Yes",">=10000","<=Level 1","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.43,0.9,0.463,0.3463,0.167,0.00923111695325557,1.35834357595235e-06
"8405","6","higher","No","No","<10000","<=Level 1","No","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.65,0.43,0.1,0.553,0.3463,0.167,0.00923111695325557,3.34777742381346e-07
"8406","6","lower","Yes","Yes",">=10000","<=Level 1","Yes","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.35,0.43,0.9,0.463,0.6537,0.557,0.00923111695325557,1.5882529216572e-05
"8407","6","lower","Yes","Yes",">=10000","<=Level 1","Yes","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.35,0.43,0.9,0.463,0.6537,0.557,0.00923111695325557,6.51590942218338e-06
"8408","6","intermediate","No","No",">=10000","<=Level 1","Yes","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.35,0.43,0.9,0.553,0.3463,0.276,0.00923111695325557,1.34898005083004e-06
"8409","6","higher","No","No",">=10000","<=Level 1","Yes","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.35,0.43,0.9,0.553,0.3463,0.167,0.00923111695325557,3.38584579585682e-06
"8410","6","lower","Yes","No",">=10000",">=level 2","Yes","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.35,0.57,0.9,0.553,0.6537,0.557,0.00923111695325557,4.47041329994199e-05
"8411","6","lower","No","No","<10000",">=level 2","No","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.65,0.57,0.1,0.553,0.3463,0.557,0.00923111695325557,2.45857594881147e-06
"8412","6","higher","Yes","Yes","<10000","<=Level 1","No","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.65,0.43,0.1,0.463,0.6537,0.167,0.00923111695325557,4.03124429499305e-07
"8413","6","higher","No","Yes","<10000","<=Level 1","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.43,0.1,0.463,0.3463,0.167,0.00923111695325557,2.61888779189191e-07
"8414","6","intermediate","Yes","No",">=10000","<=Level 1","Yes","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.35,0.43,0.9,0.553,0.6537,0.276,0.00923111695325557,1.05629635012985e-05
"8415","6","lower","No","Yes","<10000","<=Level 1","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.43,0.1,0.463,0.3463,0.557,0.00923111695325557,8.73485329391494e-07
"8416","6","lower","No","No",">=10000","<=Level 1","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.43,0.9,0.553,0.3463,0.557,0.00923111695325557,7.99845925452154e-06
"8417","6","lower","No","Yes","<10000",">=level 2","Yes","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.35,0.57,0.1,0.463,0.3463,0.557,0.00923111695325557,6.23471639404662e-07
"8418","6","lower","No","No",">=10000",">=level 2","Yes","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.35,0.57,0.9,0.553,0.3463,0.557,0.00923111695325557,8.4204407773458e-06
"8419","6","lower","Yes","No","<10000",">=level 2","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.57,0.1,0.553,0.6537,0.557,0.00923111695325557,2.61055080126381e-06
"8420","6","intermediate","Yes","Yes","<10000","<=Level 1","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.43,0.1,0.463,0.6537,0.276,0.00923111695325557,4.7085341874844e-07
"8421","6","lower","Yes","Yes",">=10000",">=level 2","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.57,0.9,0.463,0.6537,0.557,0.00923111695325557,9.02296510310236e-06
"8422","6","higher","No","No","<10000",">=level 2","Yes","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.35,0.57,0.1,0.553,0.3463,0.167,0.00923111695325557,9.26139436961943e-07
"8423","6","lower","Yes","Yes",">=10000",">=level 2","Yes","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.35,0.57,0.9,0.463,0.6537,0.557,0.00923111695325557,8.63736830382448e-06
"8424","6","lower","Yes","Yes","<10000","<=Level 1","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.43,0.1,0.463,0.6537,0.557,0.00923111695325557,1.34455273791086e-06
"8425","6","intermediate","Yes","No","<10000",">=level 2","No","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.65,0.57,0.1,0.553,0.6537,0.276,0.00923111695325557,5.9334159597845e-07
"8426","6","lower","No","Yes","<10000","<=Level 1","Yes","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.35,0.43,0.1,0.463,0.3463,0.557,0.00923111695325557,2.53259060001084e-07
"8427","6","intermediate","No","No",">=10000",">=level 2","No","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.65,0.57,0.9,0.553,0.3463,0.276,0.00923111695325557,2.55833145409539e-05
"8428","6","intermediate","No","Yes","<10000",">=level 2","No","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.65,0.57,0.1,0.463,0.3463,0.276,0.00923111695325557,8.68875291568573e-07
"8429","6","intermediate","Yes","No","<10000","<=Level 1","Yes","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.35,0.43,0.1,0.553,0.6537,0.276,0.00923111695325557,4.28480000934505e-07
"8430","6","higher","No","Yes","<10000",">=level 2","Yes","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.35,0.57,0.1,0.463,0.3463,0.167,0.00923111695325557,3.32319214141085e-07
"8431","6","intermediate","Yes","No",">=10000","<=Level 1","Yes","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.35,0.43,0.9,0.553,0.6537,0.276,0.00923111695325557,4.72908187366806e-06
"8432","6","intermediate","Yes","No","<10000","<=Level 1","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.43,0.1,0.553,0.6537,0.276,0.00923111695325557,7.95748573164081e-07
"8433","6","higher","No","No",">=10000","<=Level 1","Yes","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.35,0.43,0.9,0.553,0.3463,0.167,0.00923111695325557,1.51585698258386e-06
"8434","6","higher","Yes","No",">=10000","<=Level 1","Yes","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.35,0.43,0.9,0.553,0.6537,0.167,0.00923111695325557,5.68754805588268e-06
"8435","6","intermediate","No","Yes","<10000","<=Level 1","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.43,0.1,0.463,0.3463,0.276,0.00923111695325557,1.00991840597509e-06
"8436","6","intermediate","No","Yes","<10000",">=level 2","No","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.65,0.57,0.1,0.463,0.3463,0.276,0.00923111695325557,6.14060903175867e-07
"8437","6","intermediate","No","No","<10000","<=Level 1","Yes","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.35,0.43,0.1,0.553,0.3463,0.276,0.00923111695325557,1.49886672314449e-07
"8438","6","higher","Yes","Yes","<10000","<=Level 1","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.43,0.1,0.463,0.6537,0.167,0.00923111695325557,2.84900438155759e-07
"8439","6","higher","Yes","Yes",">=10000","<=Level 1","No","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.65,0.43,0.9,0.463,0.6537,0.167,0.00923111695325557,4.76190732346054e-06
"8440","6","higher","Yes","Yes","<10000",">=level 2","Yes","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.35,0.57,0.1,0.463,0.6537,0.167,0.00923111695325557,6.71393280615122e-07
"8441","6","higher","No","Yes","<10000","<=Level 1","Yes","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.35,0.43,0.1,0.463,0.3463,0.167,0.00923111695325557,7.59322495873987e-08
"8442","6","intermediate","Yes","No","<10000",">=level 2","No","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.65,0.57,0.1,0.553,0.6537,0.276,0.00923111695325557,2.88931559780811e-06
"8443","6","higher","Yes","Yes",">=10000",">=level 2","Yes","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.35,0.57,0.9,0.463,0.6537,0.167,0.00923111695325557,3.04003541346847e-06
"8444","6","lower","Yes","Yes",">=10000",">=level 2","No","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.65,0.57,0.9,0.463,0.6537,0.557,0.00923111695325557,2.10535852405722e-05
"8445","6","higher","Yes","No","<10000",">=level 2","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.57,0.1,0.553,0.6537,0.167,0.00923111695325557,6.66741513907461e-07
"8446","6","intermediate","No","Yes","<10000","<=Level 1","No","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.65,0.43,0.1,0.463,0.3463,0.276,0.00923111695325557,1.79541049951126e-06
"8447","6","higher","Yes","No","<10000",">=level 2","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.57,0.1,0.553,0.6537,0.167,0.00923111695325557,1.82629197287696e-06
"8448","6","intermediate","Yes","No","<10000","<=Level 1","No","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.65,0.43,0.1,0.553,0.6537,0.276,0.00923111695325557,1.85674667071619e-06
"8449","6","higher","Yes","No","<10000",">=level 2","No","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.65,0.57,0.1,0.553,0.6537,0.167,0.00923111695325557,9.83387985395286e-07
"8450","6","higher","Yes","Yes","<10000",">=level 2","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.57,0.1,0.463,0.6537,0.167,0.00923111695325557,5.34374243754893e-07
"8451","6","lower","No","Yes",">=10000","<=Level 1","Yes","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.35,0.43,0.9,0.463,0.3463,0.557,0.00923111695325557,7.52541206860364e-06
"8452","6","intermediate","No","No",">=10000",">=level 2","Yes","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.35,0.57,0.9,0.553,0.3463,0.276,0.00923111695325557,2.7080300072936e-06
"8453","6","higher","No","Yes","<10000",">=level 2","No","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.65,0.57,0.1,0.463,0.3463,0.167,0.00923111695325557,2.83086737972035e-07
"8454","6","higher","No","No","<10000","<=Level 1","Yes","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.35,0.43,0.1,0.553,0.3463,0.167,0.00923111695325557,9.06922981033077e-08
"8455","6","intermediate","No","Yes",">=10000",">=level 2","Yes","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.35,0.57,0.9,0.463,0.3463,0.276,0.00923111695325557,4.94299956842188e-06
"8456","6","higher","Yes","No",">=10000",">=level 2","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.57,0.9,0.553,0.6537,0.167,0.00923111695325557,4.05962732432413e-06
"8457","6","higher","No","No","<10000","<=Level 1","Yes","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.35,0.43,0.1,0.553,0.3463,0.167,0.00923111695325557,2.99428539769651e-07
"8458","6","higher","Yes","Yes",">=10000",">=level 2","No","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.65,0.57,0.9,0.463,0.6537,0.167,0.00923111695325557,8.93168378847464e-06
"8459","6","intermediate","Yes","Yes","<10000","<=Level 1","Yes","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.35,0.43,0.1,0.463,0.6537,0.276,0.00923111695325557,1.55456366824882e-06
"8460","6","intermediate","Yes","No",">=10000","<=Level 1","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.43,0.9,0.553,0.6537,0.276,0.00923111695325557,2.04926881192283e-05
"8461","6","intermediate","No","Yes","<10000","<=Level 1","Yes","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.35,0.43,0.1,0.463,0.3463,0.276,0.00923111695325557,4.14325499887214e-07
"8462","6","higher","No","Yes","<10000","<=Level 1","No","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.65,0.43,0.1,0.463,0.3463,0.167,0.00923111695325557,4.65580051891896e-07
"8463","6","higher","Yes","No",">=10000","<=Level 1","No","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.65,0.43,0.9,0.553,0.6537,0.167,0.00923111695325557,1.87779364384698e-05
"8464","6","lower","No","No","<10000","<=Level 1","Yes","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.35,0.43,0.1,0.553,0.3463,0.557,0.00923111695325557,7.05806926756081e-07
"8465","6","intermediate","No","No","<10000","<=Level 1","Yes","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.35,0.43,0.1,0.553,0.3463,0.276,0.00923111695325557,3.49735568733713e-07
"8466","6","higher","Yes","No",">=10000",">=level 2","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.57,0.9,0.553,0.6537,0.167,0.00923111695325557,7.0442690382397e-06
"8467","6","higher","No","Yes",">=10000",">=level 2","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.57,0.9,0.463,0.3463,0.167,0.00923111695325557,2.66152084896922e-06
"8468","6","intermediate","No","No","<10000",">=level 2","Yes","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.35,0.57,0.1,0.553,0.3463,0.276,0.00923111695325557,1.53062565629638e-06
"8469","6","intermediate","Yes","No",">=10000","<=Level 1","Yes","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.35,0.43,0.9,0.553,0.6537,0.276,0.00923111695325557,1.67107200364457e-05
"8470","6","intermediate","No","No","<10000",">=level 2","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.57,0.1,0.553,0.3463,0.276,0.00923111695325557,5.58799842774871e-07
"8471","6","lower","No","Yes","<10000",">=level 2","No","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.65,0.57,0.1,0.463,0.3463,0.557,0.00923111695325557,6.23471639404662e-07
"8472","6","higher","Yes","Yes","<10000",">=level 2","No","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.65,0.57,0.1,0.463,0.6537,0.167,0.00923111695325557,1.30253721915255e-06
"8473","6","lower","Yes","Yes",">=10000",">=level 2","No","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.65,0.57,0.9,0.463,0.6537,0.557,0.00923111695325557,1.0592176425381e-05
"8474","6","lower","Yes","Yes","<10000","<=Level 1","No","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.65,0.43,0.1,0.463,0.6537,0.557,0.00923111695325557,7.56310915074856e-07
"8475","6","lower","No","No","<10000",">=level 2","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.57,0.1,0.553,0.3463,0.557,0.00923111695325557,1.12772287110726e-06
"8476","6","lower","Yes","No",">=10000","<=Level 1","No","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.65,0.43,0.9,0.553,0.6537,0.557,0.00923111695325557,2.22689495476229e-05
"8477","6","intermediate","Yes","No","<10000","<=Level 1","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.43,0.1,0.553,0.6537,0.276,0.00923111695325557,2.27696534658092e-06
"8478","6","higher","No","Yes","<10000",">=level 2","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.57,0.1,0.463,0.3463,0.167,0.00923111695325557,2.83086737972035e-07
"8479","6","intermediate","No","Yes",">=10000",">=level 2","No","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.65,0.57,0.9,0.463,0.3463,0.276,0.00923111695325557,4.94299956842188e-06
"8480","6","higher","Yes","Yes","<10000",">=level 2","No","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.65,0.57,0.1,0.463,0.6537,0.167,0.00923111695325557,2.71833854431837e-06
